ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
bnn767	The voters delivered Mr. Gonzalez a third mandate for his successes .	his	54	Mr. Gonzalez	21	FALSE	Gonzalez	25	TRUE	unk
bnn768	It would be sad for Mr. Gonzalez to abandon them to appease his foes .	his	60	Mr. Gonzalez	20	FALSE	Gonzalez	24	TRUE	unk
bnn769	Conservatives are the faction in U.S. politics which always said that Mr. Ortega and his friends do n't want to hold an election in Nicaragua .	his	85	Ortega	74	TRUE	Nicaragua	132	FALSE	unk
bnn770	Mr. Ortega understands better than those who worry about his behavior that what sustains the Sandinista movement is not democratic peace , but nondemocratic unpeace .	his	57	Mr. Ortega	0	FALSE	Ortega	4	TRUE	unk
bnn771	`` The stocks that have been the best are having big pullbacks , and the ones that have been the worst are getting clobbered , '' Mr. Mills said . He expects the market to sink further and to reach a low sometime next month or in December .	He	147	Mr. Mills	130	FALSE	Mills	134	TRUE	unk
bnn772	Mr. Quinlan , 30 years old , knew he carried a damaged gene , having lost an eye to the rare tumor when he was only two months old -- after his mother had suffered the same fate when she was a baby .	his	140	Mr. Quinlan	0	FALSE	Quinlan	4	TRUE	unk
bnn773	Mr. Quinlan , 30 years old , knew he carried a damaged gene , having lost an eye to the rare tumor when he was only two months old -- after his mother had suffered the same fate when she was a baby .	he	104	Mr. Quinlan	0	FALSE	Quinlan	4	TRUE	unk
bnn774	Mr. Quinlan , 30 years old , knew he carried a damaged gene , having lost an eye to the rare tumor when he was only two months old -- after his mother had suffered the same fate when she was a baby .	he	34	Mr. Quinlan	0	FALSE	Quinlan	4	TRUE	unk
bnn775	Dr. Dryja made his retinoblastoma discovery in 1986 .	his	15	Dr. Dryja	0	FALSE	Dryja	4	TRUE	unk
bnn776	Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had the disease . But he did n't know which gene or genes had disappeared .	he	151	Knudson	4	TRUE	No	100	FALSE	unk
bnn777	Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had the disease . He assumed the missing piece contained a gene or genes whose loss had a critical role in setting off the cancer .	He	147	Dr. Knudson	0	FALSE	Knudson	4	TRUE	unk
bnn778	Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had the disease . Under a microscope he could actually see that a bit of chromosome 13 was missing .	he	166	Dr. Knudson	0	FALSE	Knudson	4	TRUE	unk
bnn779	But in Baltimore , Dr. Vogelstein , a young molecular biologist at Johns Hopkins Medical School , believed Dr. Knudson was right , and set out to repeat the Cavenee experiment in cells from other cancers . His was one of two research teams in 1984 to report dual chromosome losses for a rare childhood cancer of the kidney called Wilm 's tumor .	His	206	Vogelstein	23	TRUE	Wilm	330	FALSE	unk
bnn780	Dr. Vogelstein next turned his attention to colon cancer , the second biggest cancer killer in the U.S. after lung cancer . He believed colon cancer might also arise from multiple `` hits '' on cancer suppressor genes , because it often seems to develop in stages .	He	124	Vogelstein	4	TRUE	U.S.	99	FALSE	unk
bnn781	Dr. Vogelstein next turned his attention to colon cancer , the second biggest cancer killer in the U.S. after lung cancer .	his	27	Dr. Vogelstein	0	FALSE	Vogelstein	4	TRUE	unk
bnn782	When they found it last winter , Dr. Vogelstein was dubious that the search was over . His doubts stemmed from the fact that several years earlier a Princeton University researcher , Arnold Levine , had found in experiments with mice that a gene called p53 could transform normal cells into cancerous ones .	His	87	Vogelstein	37	TRUE	Princeton University	149	FALSE	unk
bnn783	Despite that , when the Johns Hopkins scientists compared the gene they had found in the human cancer cells with the Mr. Levine 's p53 gene they found the two were identical ; it turned out that in Mr. Levine 's cancer studies , he had unknowingly been observing a damaged form of p53 -- a cancer-suppressing gene .	he	229	Johns Hopkins	24	FALSE	Levine	202	TRUE	unk
bnn784	Dr. Minna believes people who inherit a defective gene somewhere on one of their two copies of chromosome 3 are especially prone to lung cancer . Recently , he and others reported that the retinoblastoma suppressor gene may also be involved in some lung cancers , as well as several other more common cancers , too .	he	157	Dr. Minna	0	FALSE	Minna	4	TRUE	unk
bnn785	A spokesman said later that Mr. Olson was being `` conservative '' in his estimate .	his	70	Mr. Olson	28	FALSE	Olson	32	TRUE	unk
bnn786	But the transaction is just Mr. Peladeau 's latest step in a larger design : to build Quebecor through acquisitions into an integrated paper , publishing and printing concern with a reach throughout North America . He already has achieved vertical integration on a limited scale : Quebecor can put a weekly newspaper on almost any Quebec doorstep without using outside help , from chopping down the tree to making the newsprint to flinging it up onto the porch .	He	215	Peladeau	32	TRUE	North America	199	FALSE	unk
bnn787	Mr. Peladeau says he is n't trying to catch up to Donnelley , which has annual sales of over $ 3 billion .	he	18	Mr. Peladeau	0	FALSE	Peladeau	4	TRUE	unk
bnn788	Mr. Peladeau took his first big gamble 25 years ago , when he took advantage of a strike at La Presse , then Montreal 's dominant French-language newspaper , to launch the Journal de Montreal .	he	59	Peladeau	4	TRUE	La Presse	92	FALSE	unk
bnn789	Mr. Peladeau took his first big gamble 25 years ago , when he took advantage of a strike at La Presse , then Montreal 's dominant French-language newspaper , to launch the Journal de Montreal .	his	18	Peladeau	4	TRUE	Montreal	109	FALSE	unk
bnn790	Mr. Peladeau has never made any apologies for publishing the tabloid , a brash mix of crime and sports . `` I 've read Balzac , '' he answers critics .	he	131	Mr. Peladeau	0	FALSE	Peladeau	4	TRUE	unk
bnn791	Because Justice Rubin turned 76 on May 9 , he is n't eligible to be reappointed to the bench at the end of the year .	he	43	Justice Rubin	8	FALSE	Rubin	16	TRUE	unk
bnn792	In February , Mr. Thornburgh announced his plan to abolish the units . He says the strike-force lawyers will work more efficiently under the supervision of U.S. attorneys .	He	71	Mr. Thornburgh	14	FALSE	Thornburgh	18	TRUE	unk
bnn793	In February , Mr. Thornburgh announced his plan to abolish the units .	his	39	February	3	FALSE	Thornburgh	18	TRUE	unk
bnn794	Congress temporarily halted Mr. Thornburgh 's effort with an appropriation resolution that prohibited him from using budgeted funds to implement his plan .	his	145	Mr. Thornburgh	28	FALSE	Thornburgh	32	TRUE	unk
bnn795	Congress temporarily halted Mr. Thornburgh 's effort with an appropriation resolution that prohibited him from using budgeted funds to implement his plan .	him	102	Congress	0	FALSE	Thornburgh	32	TRUE	unk
bnn796	But Mr. Runkel contends there has been no exodus of strike-force lawyers . He says 27 lawyers have left and 21 have been hired since Mr. Thornburgh announced his plan .	He	75	Runkel	8	TRUE	Mr. Thornburgh	133	FALSE	unk
bnn797	He says 27 lawyers have left and 21 have been hired since Mr. Thornburgh announced his plan .	his	83	Mr. Thornburgh	58	FALSE	Thornburgh	62	TRUE	unk
bnn798	Mr. Runkel says he doubts Mr. Kennedy can muster enough congressional support to reorganize the Justice Department . `` We will vigorously oppose the bill , '' he says .	he	160	Runkel	4	TRUE	Justice Department	96	FALSE	unk
bnn799	Mr. Runkel says he doubts Mr. Kennedy can muster enough congressional support to reorganize the Justice Department .	he	16	Runkel	4	TRUE	Mr. Kennedy	26	FALSE	unk
bnn800	The woman appeared in court Thursday to enter her plea , but when she started to approach the bench , she was stopped by Judge Hancock . He told the woman 's lawyer , Victor Blaine , that the short skirt was inappropriate for a court appearance .	He	137	Hancock	127	TRUE	Victor Blaine	167	FALSE	unk
bnn801	Sigmund Levine , Bancroft secretary and treasurer , said the closed-end fund 's directors will consider Mr. Green 's offer in a couple of weeks at a regular meeting . `` He has n't added anything , '' Mr. Levine said , predicting the board will again reject Mr. Green 's proposal .	He	170	Mr. Green	104	FALSE	Green	108	TRUE	unk
bnn802	In a Securities and Exchange Commission filing , Mr. Green said he had boosted his holdings in Bancroft common to 10.4 % from 8.5 % , and renewed an offer he made in March to acquire the fund .	he	155	Mr. Green	49	FALSE	Green	53	TRUE	unk
bnn803	In a Securities and Exchange Commission filing , Mr. Green said he had boosted his holdings in Bancroft common to 10.4 % from 8.5 % , and renewed an offer he made in March to acquire the fund .	his	79	Green	53	TRUE	March	166	FALSE	unk
bnn804	In a Securities and Exchange Commission filing , Mr. Green said he had boosted his holdings in Bancroft common to 10.4 % from 8.5 % , and renewed an offer he made in March to acquire the fund .	he	64	Exchange Commission	20	FALSE	Green	53	TRUE	unk
bnn805	Mr. Levine noted that Bancroft 's shares have been trading at or above Mr. Green 's offering price for the last several months . He said Bancroft attorneys are scheduled to meet with Mr. Green 's attorneys in Delaware Chancery Court at the end of this week to respond to the investor 's request for company records for the past five years .	He	129	Levine	4	TRUE	Bancroft	22	FALSE	unk
bnn806	The ad agency had approached Ms. Midler about appearing , but she declined , citing a longstanding policy of refusing advertising work .	she	62	Ms. Midler	29	FALSE	Midler	33	TRUE	unk
bnn807	Peter Laird , a Los Angeles lawyer for Ms. Midler , said , `` We believe that the verdict reaffirms her position and our position that advertisers and advertising agencies can not with impunity imitate the voices of well-known performers .	her	100	Los Angeles	16	FALSE	Midler	43	TRUE	unk
bnn808	Ms. Sinatra sued over the use of her `` These Boots are Made for Walkin ' '' song in the ad .	her	33	Sinatra	4	TRUE	Made	56	FALSE	unk
bnn809	Nonetheless , Mr. Kurnit said that the latest decisions are having a chilling effect . `` It has made people think twice about how they use music and is forcing them to be more circumspect about doing a particular rendition of a song in its most famous form , '' he said .	he	263	Mr. Kurnit	14	FALSE	Kurnit	18	TRUE	unk
bnn810	In her first televised interview following Mr. Lawson 's resignation , Mrs. Thatcher reiterated her desire to keep sterling strong and warned again that full entry into the European Monetary System 's exchange rate mechanism would provide no easy solution to Britain 's economic troubles . She said that the timing of the United Kingdom 's entry would depend on the speed with which other members liberalize their economies .	She	290	Thatcher	76	TRUE	Britain	259	FALSE	unk
bnn811	In her first televised interview following Mr. Lawson 's resignation , Mrs. Thatcher reiterated her desire to keep sterling strong and warned again that full entry into the European Monetary System 's exchange rate mechanism would provide no easy solution to Britain 's economic troubles .	her	96	Thatcher	76	TRUE	Britain	259	FALSE	unk
bnn812	In her first televised interview following Mr. Lawson 's resignation , Mrs. Thatcher reiterated her desire to keep sterling strong and warned again that full entry into the European Monetary System 's exchange rate mechanism would provide no easy solution to Britain 's economic troubles .	her	3	Mrs. Thatcher	71	FALSE	Thatcher	76	TRUE	unk
bnn813	Mrs. Thatcher 's remarks were seen as a rebuff to several leading members of her own Conservative Party who have called for a more clear-cut British commitment to the EMS .	her	77	Thatcher	5	TRUE	EMS	167	FALSE	unk
bnn814	The law , which Bush allowed to take effect without his signature , went into force Friday .	his	52	Bush	16	TRUE	Friday	84	FALSE	unk
bnn815	Under the accord , Cray Research will transfer to Mr. Cray 's fledgling operation $ 53.3 million of assets primarily related to the Cray-3 development project his team is undertaking and will lend Cray Computer $ 98.6 million .	his	159	Cray	54	TRUE	Cray Computer	197	FALSE	unk
bnn816	Mr. Bixby said that early signs point to improved earnings and revenue in the first quarter of fiscal 1990 . `` The current backlog of orders is strong throughout the corporation , '' he said .	he	184	Mr. Bixby	0	FALSE	Bixby	4	TRUE	unk
bnn817	I personally do not want to hasten Mr. Lehman 's demise , but I can see him figuring prominently in his own article .	his	100	Mr. Lehman	35	FALSE	Lehman	39	TRUE	unk
bnn818	I personally do not want to hasten Mr. Lehman 's demise , but I can see him figuring prominently in his own article .	him	72	Mr. Lehman	35	FALSE	Lehman	39	TRUE	unk
bnn819	Mr. Corr resigned to pursue other business interests , the airline said . Succeeding him as chairman and chief executive will be Frank Lorenzo , chairman and chief executive of Continental 's parent , Texas Air Corp .	him	85	Mr. Corr	0	FALSE	Corr	4	TRUE	unk
bnn820	Mr. Corr resigned to pursue other business interests , the airline said . He could not be reached for comment .	He	74	Mr. Corr	0	FALSE	Corr	4	TRUE	unk
bnn821	Mr. Lorenzo , 49 years old , is reclaiming the job that was his before Mr. Corr signed on .	his	60	Mr. Lorenzo	0	FALSE	Lorenzo	4	TRUE	unk
bnn822	Mr. Foret , 44 , is a 15-year veteran of Texas Air and Texas International Airlines , its predecessor . Most recently he had been executive vice president for planning and finance at Texas Air .	he	118	Mr. Foret	0	FALSE	Foret	4	TRUE	unk
bnn823	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 . At Continental he cut money-losing operations , which helped produce a modest profit in this year 's second quarter .	he	187	Corr	20	TRUE	Trans World	82	FALSE	unk
bnn824	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 . Before that , he was an executive with a manufacturing concern .	he	186	Corr	20	TRUE	Inc.	103	FALSE	unk
bnn825	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 .	he	131	Mr. Corr	16	FALSE	Corr	20	TRUE	unk
bnn826	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 .	he	51	Mr. Corr	16	FALSE	Corr	20	TRUE	unk
bnn827	But Mr. Corr , a stunt pilot in his spare time , was understood to be frustrated by what he regarded as limited freedom under Mr. Lorenzo .	he	89	Corr	8	TRUE	Mr. Lorenzo	126	FALSE	unk
bnn828	But Mr. Corr , a stunt pilot in his spare time , was understood to be frustrated by what he regarded as limited freedom under Mr. Lorenzo .	his	32	Mr. Corr	4	FALSE	Corr	8	TRUE	unk
bnn829	During his tenure , Mr. Corr attempted through a series of meetings to inform managers of some of the company 's future plans , traveled widely to talk to employees and backed training sessions designed to improve the carrier 's image .	his	7	Mr. Corr	20	FALSE	Corr	24	TRUE	unk
bnn830	Mr. Foret is one of a handful of executives Mr. Lorenzo has relied on over the years . Previously , he had served in financial planning positions at the company 's Eastern Airlines unit .	he	100	Foret	4	TRUE	Eastern	164	FALSE	unk
bnn831	Mr. Jath is thinking of passing up psyllium altogether this year in favor of a crop with a future such as cumin or fennel . His brother , Parkhaji , whose head is swathed in a gorgeous crimson turban , nods vigorous assent .	His	124	Mr. Jath	0	FALSE	Jath	4	TRUE	unk
bnn832	But to Ms. Allen , the employee whose back problem triggered a huge insurance-rate increase , the issue was simple . `` What good is having health insurance , '' she asked , `` when it 's so expensive that it becomes impossible to keep after only one major claim ?	she	162	Ms. Allen	7	FALSE	Allen	11	TRUE	unk
bnn833	The 47-year-old Mr. Nicastro joins Grand Union from Singer Co. , where he was treasurer .	he	71	Mr. Nicastro	16	FALSE	Nicastro	20	TRUE	unk
bnn834	Since the China crisis erupted , Mr. Mushkat says , the scenario as depicted by the middle-of-the-road group bears a remarkable resemblance to the difficulties Hong Kong currently faces . The consensus of this group , which he dubs `` realists , '' is that the local economy will grow through the 1990s at annual rates averaging between 3 % and 5 % .	he	224	Mushkat	37	TRUE	Hong Kong	160	FALSE	unk
bnn835	Given Hong Kong 's record , Mr. Mushkat 's `` realists '' might have sounded unduly conservative when the interviews took place two years ago . Under the current circumstances , he says , their scenario no longer seems unrealistic .	he	178	Mr. Mushkat	28	FALSE	Mushkat	32	TRUE	unk
bnn836	Separately , Mr. Cayne of Bear Stearns said his firm is working with regulators to balance margin requirements to `` enhance stabilization . ''	his	44	Mr. Cayne	13	FALSE	Cayne	17	TRUE	unk
bnn837	At one point in the documentary , Mr. Sohmer , who is Jewish , says he felt rejected by many of the Protestants and Southerners he met at Yale . He quotes one student saying , `` You 're just the kind of Jewboy we Southerners ca n't stand .	He	145	Sohmer	38	TRUE	Yale	138	FALSE	unk
bnn838	At one point in the documentary , Mr. Sohmer , who is Jewish , says he felt rejected by many of the Protestants and Southerners he met at Yale .	he	128	Mr. Sohmer	34	FALSE	Sohmer	38	TRUE	unk
bnn839	At one point in the documentary , Mr. Sohmer , who is Jewish , says he felt rejected by many of the Protestants and Southerners he met at Yale .	he	68	Mr. Sohmer	34	FALSE	Sohmer	38	TRUE	unk
bnn840	'' Mr. Sohmer confesses that it was partly in response to such attitudes that he is now `` a dweller on one of the two islands off the coast of America . ''	he	78	Mr. Sohmer	3	FALSE	Sohmer	7	TRUE	unk
bnn841	Not to judge by `` Settle the Score , '' in which Mr. Sohmer seems to be settling a score of his own .	his	93	Mr. Sohmer	50	FALSE	Sohmer	54	TRUE	unk
bnn842	The sole sympathetic character is the prodigal daughter Kate -LRB- Jaclyn Smith -RRB- , and she is tolerable only by virtue of having nothing in common with her kinfolk , a truly benighted pack of Southern Protestants whose grim existence consists mostly of growing peaches and repressing sex .	her	157	Kate -LRB- Jaclyn Smith -RRB-	56	FALSE	Kate	56	TRUE	unk
bnn843	The sole sympathetic character is the prodigal daughter Kate -LRB- Jaclyn Smith -RRB- , and she is tolerable only by virtue of having nothing in common with her kinfolk , a truly benighted pack of Southern Protestants whose grim existence consists mostly of growing peaches and repressing sex .	she	92	Kate -LRB- Jaclyn Smith -RRB-	56	FALSE	Kate	56	TRUE	unk
bnn844	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room . Her Pa -LRB- Howard Duff -RRB- is the kind of guy who , while saying grace at the supper table , pauses at the word `` sin '' and glares at the daughter he has n't seen for two decades , because he knows in his heart that she enjoyed what happened in the cold-storage room , and has been indulging the same taste ever since in the fleshpots of Chicago .	Her	266	Kate	59	TRUE	Pa -LRB- Howard Duff -RRB-	270	FALSE	unk
bnn845	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room .	her	230		0	FALSE	Kate	59	TRUE	unk
bnn846	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room .	her	157		0	FALSE	Kate	59	TRUE	unk
bnn847	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room .	her	210		0	FALSE	Kate	59	TRUE	unk
bnn848	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room .	her	139		0	FALSE	Kate	59	TRUE	unk
bnn849	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room .	her	122		0	FALSE	Kate	59	TRUE	unk
bnn850	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room .	she	87		0	FALSE	Kate	59	TRUE	unk
bnn851	People like Pa do exist , of course . But in Mr. Sohmer 's Ozarks , he is but the tip of the patriarchal iceberg .	he	68	Pa	12	TRUE	Mr. Sohmer	45	FALSE	unk
bnn852	Every man Kate encounters is either sniggeringly puritanical , viciously patronizing , revoltingly lecherous , or all three . Add the fact that any one of them , including Pa , could be her attacker , and you have a setting that does n't resemble small-town America , or even Hollywood 's nightmare of small-town America , so much as a paranoid feminist dystopia like Margaret Atwood 's `` The Handmaid 's Tale , '' itself soon to be -LRB- you guessed it -RRB- a Hollywood movie .	her	186	Kate	10	TRUE	Tale	406	FALSE	unk
bnn853	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy . He 's the director of the local Planned Parenthood chapter .	He	153	Josh	0	TRUE	Kate	28	FALSE	unk
bnn854	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy . How could he be ?	he	163	Josh	0	TRUE	Kate	28	FALSE	unk
bnn855	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy .	he	109	Josh	0	TRUE	Kate	28	FALSE	unk
bnn856	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy .	she	38	Josh	0	FALSE	Kate	28	TRUE	unk
bnn857	As for Lincoln , if you ca n't guess why he 's so sweet to his sister when everybody else hates her , then I 'm not going to tell you .	his	59		0	FALSE	Lincoln	7	TRUE	unk
bnn858	As for Lincoln , if you ca n't guess why he 's so sweet to his sister when everybody else hates her , then I 'm not going to tell you .	he	41		0	FALSE	Lincoln	7	TRUE	unk
bnn859	Kate 's Ma -LRB- Louise Latham -RRB- is a moral coward . Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	Her	57	Kate	0	TRUE	Tucker	226	FALSE	unk
bnn860	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	he	276	Kate	74	FALSE	Tucker	169	TRUE	unk
bnn861	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	his	208	Amy Wright -RRB-	24	FALSE	Tucker	169	TRUE	unk
bnn862	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	her	360	Amy Wright -RRB-	24	FALSE	Kate	287	TRUE	unk
bnn863	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	her	334	Amy Wright -RRB-	24	FALSE	Kate	287	TRUE	unk
bnn864	In Mr. Sohmer 's film , by contrast , we are urged to share the perverse excitement of the rapist creeping up on his victim , as the camera ogles Kate in various stages of undress and lingers on the sight of her trussed-up body during frequent flashbacks to the rape .	her	208	Mr. Sohmer	3	FALSE	Kate	146	TRUE	unk
bnn865	Take the scene in which Kate stands naked by a lighted window , whispering to her hidden assailant , `` Look all you want .	her	78		0	FALSE	Kate	24	TRUE	unk
bnn866	'' Or the one in which she and Josh are stranded in the city , and , after insisting on separate motel rooms , she knocks on his door to pour out her feelings about the rape -- wearing nothing but a mini-slip and a push-up bra .	his	125		0	FALSE	Josh	31	TRUE	unk
bnn867	Still , Mr. Carew thinks he can reach a good chunk of the three million-plus black homes he needs by mailing to the almost 10,000 blacks who form what he calls `` the grapevine . ''	he	151	Mr. Carew	8	FALSE	Carew	12	TRUE	unk
bnn868	Still , Mr. Carew thinks he can reach a good chunk of the three million-plus black homes he needs by mailing to the almost 10,000 blacks who form what he calls `` the grapevine . ''	he	89	Mr. Carew	8	FALSE	Carew	12	TRUE	unk
bnn869	Still , Mr. Carew thinks he can reach a good chunk of the three million-plus black homes he needs by mailing to the almost 10,000 blacks who form what he calls `` the grapevine . ''	he	25	Mr. Carew	8	FALSE	Carew	12	TRUE	unk
bnn870	At the time , Mr. Gatward said his friendship with Mr. Price had smoothed the way for its link with the small British company .	his	31	Mr. Gatward	14	FALSE	Gatward	18	TRUE	unk
bnn871	Mr. Gatward has spent a lot of time since late September at MTM 's headquarters ; he eliminated three departments and fired six executives , according to the TVS spokesman .	he	82	Mr. Gatward	0	FALSE	Gatward	4	TRUE	unk
bnn872	While admitting such a move would be `` devastating '' to most creditors , Judge Abramson told a courtroom filled with nearly two dozen attorneys that he was concerned about the toll mounting legal bills will take on Mr. Hunt 's shrinking estate and about the fact that , following voting by creditors , none of the reorganization plans appeared to be viable in their present form .	he	151	Abramson	81	TRUE	Mr. Hunt	217	FALSE	unk
bnn873	The Manufacturers Hanover Corp. unit , which is seeking repayment of a $ 36 million loan , has asked the court to give its claim priority over that of Minpeco , which won a $ 132 million judgment against Mr. Hunt , his brother Nelson Bunker Hunt and other defendants last year in a case stemming from their alleged attempts to corner the silver market in	his	215	Hanover Corp.	18	FALSE	Hunt	208	TRUE	unk
bnn874	Mr. Good , who documents these things as best he can , provides an official explanation in the form of a memorandum from Chief of Staff George C. Marshall to President Roosevelt : `` 1,430 pounds of ammunition , '' he wrote his commander in chief , were expended on `` unidentified aircraft , '' flying at speeds as slow as 200 mph and elevations between 9,000 and 18,000 feet .	he	46	Mr. Good	0	FALSE	Good	4	TRUE	unk
bnn875	Mr. Strieber knows a lot about aliens . He even had sex with one -- sort of , and not intentionally -- as readers learned in his `` Communion '' -LRB- a book recently described in the New York Times as a `` nonfiction best seller '' -RRB- .	his	125	Strieber	4	TRUE	New York Times	184	FALSE	unk
bnn876	Mr. Strieber knows a lot about aliens . He even had sex with one -- sort of , and not intentionally -- as readers learned in his `` Communion '' -LRB- a book recently described in the New York Times as a `` nonfiction best seller '' -RRB- .	He	40	Strieber	4	TRUE	Communion	132	FALSE	unk
bnn877	The way Mr. Strieber tells it in his earnest prose , the intelligence officer who found the craft 's strange debris was forced by the government to call the flower-inscribed scraps parts of a weather balloon .	his	33	Mr. Strieber	8	FALSE	Strieber	12	TRUE	unk
bnn878	Mr. Bergsma said prices for U.S. pharmaceutical companies remain too high , making it unlikely that Akzo will pursue any major acquisitions in that area . But he said Akzo is considering `` alliances '' with American drug companies , although he would n't elaborate .	he	243	Bergsma	4	TRUE	U.S.	28	FALSE	unk
bnn879	Mr. Bergsma said prices for U.S. pharmaceutical companies remain too high , making it unlikely that Akzo will pursue any major acquisitions in that area . But he said Akzo is considering `` alliances '' with American drug companies , although he would n't elaborate .	he	159	Bergsma	4	TRUE	Akzo	100	FALSE	unk
bnn880	Although bulk-chemical prices have begun falling in the U.S. , they are generally stable in Europe , Mr. Bergsma said . A decline may come in the first half of 1990 , he said , but the market does n't appear on the verge of a severe downturn .	he	167	Mr. Bergsma	101	FALSE	Bergsma	105	TRUE	unk
bnn881	Mr. Bergsma said world-wide industry sales of aramid fibers are expected to total about $ 500 million this year . Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .	he	159	Bergsma	4	TRUE	Akzo	173	FALSE	unk
bnn882	But in the end his resignation as Chancellor of the Exchequer may be a good thing , especially if it works as he no doubt intends -- by forcing Prime Minister Thatcher and her counterparts elsewhere to confront the genuine intellectual issues involved .	her	172	Exchequer	52	FALSE	Thatcher	159	TRUE	unk
bnn883	In the British case , Mr. Lawson is the closest thing in London to a supply-side globalist . He not only slashed marginal tax rates , initially sparking fresh growth in Britain , but he wanted to regulate monetary policy by targeting exchange rates , indeed joining the European Monetary System .	he	183	Lawson	26	TRUE	London	57	FALSE	unk
bnn884	In the British case , Mr. Lawson is the closest thing in London to a supply-side globalist . He not only slashed marginal tax rates , initially sparking fresh growth in Britain , but he wanted to regulate monetary policy by targeting exchange rates , indeed joining the European Monetary System .	He	93	Lawson	26	TRUE	European Monetary System	270	FALSE	unk
bnn885	Mr. Lawson , though not allowed to join the EMS , chose to `` shadow '' the deutsche mark . He reaped inflation along with rapid growth , no doubt validating Sir Alan 's predictions in the Prime Minister 's mind .	He	92	Lawson	4	TRUE	Sir Alan	158	FALSE	unk
bnn886	We had been soliciting opinions on it long before Mr. Lawson 's resignation , and offer some of the collection for the benefit of his successor and one-time deputy , John Major .	his	130	Mr. Lawson	50	FALSE	Lawson	54	TRUE	unk
bnn887	We recall that Mr. Roberts not only chides the Chancellor for being too easy because of a desire to constrain sterling , but also led the chorus saying that Mr. Volcker was too tight when he let the dollar rise .	he	188	Mr. Roberts	15	FALSE	Volcker	161	TRUE	unk
