ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
bnn516	Mr. Runkel says he doubts Mr. Kennedy can muster enough congressional support to reorganize the Justice Department .	he	16	Runkel	4	TRUE	Justice Department	96	FALSE	unk
bnn517	The woman appeared in court Thursday to enter her plea , but when she started to approach the bench , she was stopped by Judge Hancock . He told the woman 's lawyer , Victor Blaine , that the short skirt was inappropriate for a court appearance .	He	137	Hancock	127	TRUE	Victor Blaine	167	FALSE	unk
bnn518	Sigmund Levine , Bancroft secretary and treasurer , said the closed-end fund 's directors will consider Mr. Green 's offer in a couple of weeks at a regular meeting . `` He has n't added anything , '' Mr. Levine said , predicting the board will again reject Mr. Green 's proposal .	He	170	Green	108	TRUE	Mr. Levine	201	FALSE	unk
bnn519	In a Securities and Exchange Commission filing , Mr. Green said he had boosted his holdings in Bancroft common to 10.4 % from 8.5 % , and renewed an offer he made in March to acquire the fund .	he	155	Green	53	TRUE	March	166	FALSE	unk
bnn520	In a Securities and Exchange Commission filing , Mr. Green said he had boosted his holdings in Bancroft common to 10.4 % from 8.5 % , and renewed an offer he made in March to acquire the fund .	his	79	Exchange Commission	20	FALSE	Green	53	TRUE	unk
bnn521	In a Securities and Exchange Commission filing , Mr. Green said he had boosted his holdings in Bancroft common to 10.4 % from 8.5 % , and renewed an offer he made in March to acquire the fund .	he	64	Green	53	TRUE	Bancroft	95	FALSE	unk
bnn522	Mr. Levine noted that Bancroft 's shares have been trading at or above Mr. Green 's offering price for the last several months . He said Bancroft attorneys are scheduled to meet with Mr. Green 's attorneys in Delaware Chancery Court at the end of this week to respond to the investor 's request for company records for the past five years .	He	129	Levine	4	TRUE	Bancroft	22	FALSE	unk
bnn523	Peter Laird , a Los Angeles lawyer for Ms. Midler , said , `` We believe that the verdict reaffirms her position and our position that advertisers and advertising agencies can not with impunity imitate the voices of well-known performers .	her	100	Peter Laird	0	FALSE	Midler	43	TRUE	unk
bnn524	Ms. Sinatra sued over the use of her `` These Boots are Made for Walkin ' '' song in the ad .	her	33	Sinatra	4	TRUE	Walkin	65	FALSE	unk
bnn525	In her first televised interview following Mr. Lawson 's resignation , Mrs. Thatcher reiterated her desire to keep sterling strong and warned again that full entry into the European Monetary System 's exchange rate mechanism would provide no easy solution to Britain 's economic troubles . She said that the timing of the United Kingdom 's entry would depend on the speed with which other members liberalize their economies .	She	290	Mr. Lawson	43	FALSE	Thatcher	76	TRUE	unk
bnn526	In her first televised interview following Mr. Lawson 's resignation , Mrs. Thatcher reiterated her desire to keep sterling strong and warned again that full entry into the European Monetary System 's exchange rate mechanism would provide no easy solution to Britain 's economic troubles .	her	96	Thatcher	76	TRUE	European Monetary System	173	FALSE	unk
bnn527	In her first televised interview following Mr. Lawson 's resignation , Mrs. Thatcher reiterated her desire to keep sterling strong and warned again that full entry into the European Monetary System 's exchange rate mechanism would provide no easy solution to Britain 's economic troubles .	her	3	Thatcher	76	TRUE	European Monetary System	173	FALSE	unk
bnn528	Mrs. Thatcher 's remarks were seen as a rebuff to several leading members of her own Conservative Party who have called for a more clear-cut British commitment to the EMS .	her	77	Thatcher	5	TRUE	EMS	167	FALSE	unk
bnn529	The law , which Bush allowed to take effect without his signature , went into force Friday .	his	52	Bush	16	TRUE	Friday	84	FALSE	unk
bnn530	Mr. Corr resigned to pursue other business interests , the airline said . Succeeding him as chairman and chief executive will be Frank Lorenzo , chairman and chief executive of Continental 's parent , Texas Air Corp .	him	85	Corr	4	TRUE	Texas Air Corp	201	FALSE	unk
bnn531	Mr. Lorenzo , 49 years old , is reclaiming the job that was his before Mr. Corr signed on .	his	60	Lorenzo	4	TRUE	Mr. Corr	71	FALSE	unk
bnn532	Mr. Foret , 44 , is a 15-year veteran of Texas Air and Texas International Airlines , its predecessor . Most recently he had been executive vice president for planning and finance at Texas Air .	he	118	Foret	4	TRUE	Texas Air	41	FALSE	unk
bnn533	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 . At Continental he cut money-losing operations , which helped produce a modest profit in this year 's second quarter .	he	187	Corr	20	TRUE	Inc.	103	FALSE	unk
bnn534	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 . Before that , he was an executive with a manufacturing concern .	he	186	Corr	20	TRUE	Inc.	103	FALSE	unk
bnn535	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 .	he	131	Corr	20	TRUE	Inc.	103	FALSE	unk
bnn536	The 48-year-old Mr. Corr was hired largely because he was credited with returning Trans World Airlines Inc. to profitability while he was its president from 1986 to 1988 .	he	51	Corr	20	TRUE	Inc.	103	FALSE	unk
bnn537	But Mr. Corr , a stunt pilot in his spare time , was understood to be frustrated by what he regarded as limited freedom under Mr. Lorenzo .	he	89	Corr	8	TRUE	Mr. Lorenzo	126	FALSE	unk
bnn538	But Mr. Corr , a stunt pilot in his spare time , was understood to be frustrated by what he regarded as limited freedom under Mr. Lorenzo .	his	32	Corr	8	TRUE	Mr. Lorenzo	126	FALSE	unk
bnn539	Mr. Foret is one of a handful of executives Mr. Lorenzo has relied on over the years . Previously , he had served in financial planning positions at the company 's Eastern Airlines unit .	he	100	Foret	4	TRUE	Mr. Lorenzo	44	FALSE	unk
bnn540	Mr. Jath is thinking of passing up psyllium altogether this year in favor of a crop with a future such as cumin or fennel . His brother , Parkhaji , whose head is swathed in a gorgeous crimson turban , nods vigorous assent .	His	124	Jath	4	TRUE	Parkhaji	138	FALSE	unk
bnn541	The 47-year-old Mr. Nicastro joins Grand Union from Singer Co. , where he was treasurer .	he	71	Nicastro	20	TRUE	Singer Co.	52	FALSE	unk
bnn542	Since the China crisis erupted , Mr. Mushkat says , the scenario as depicted by the middle-of-the-road group bears a remarkable resemblance to the difficulties Hong Kong currently faces . The consensus of this group , which he dubs `` realists , '' is that the local economy will grow through the 1990s at annual rates averaging between 3 % and 5 % .	he	224	China	10	FALSE	Mushkat	37	TRUE	unk
bnn543	Given Hong Kong 's record , Mr. Mushkat 's `` realists '' might have sounded unduly conservative when the interviews took place two years ago . Under the current circumstances , he says , their scenario no longer seems unrealistic .	he	178	Hong Kong	6	FALSE	Mushkat	32	TRUE	unk
bnn544	Separately , Mr. Cayne of Bear Stearns said his firm is working with regulators to balance margin requirements to `` enhance stabilization . ''	his	44	Cayne	17	TRUE	Bear Stearns	26	FALSE	unk
bnn545	At one point in the documentary , Mr. Sohmer , who is Jewish , says he felt rejected by many of the Protestants and Southerners he met at Yale . He quotes one student saying , `` You 're just the kind of Jewboy we Southerners ca n't stand .	He	145	Sohmer	38	TRUE	Jewish	54	FALSE	unk
bnn546	At one point in the documentary , Mr. Sohmer , who is Jewish , says he felt rejected by many of the Protestants and Southerners he met at Yale .	he	128	Sohmer	38	TRUE	Jewish	54	FALSE	unk
bnn547	At one point in the documentary , Mr. Sohmer , who is Jewish , says he felt rejected by many of the Protestants and Southerners he met at Yale .	he	68	Sohmer	38	TRUE	Jewish	54	FALSE	unk
bnn548	'' Mr. Sohmer confesses that it was partly in response to such attitudes that he is now `` a dweller on one of the two islands off the coast of America . ''	he	78	Sohmer	7	TRUE	America	144	FALSE	unk
bnn549	I mean , these folks are so uptight that they blame pretty Kate for the fact that when she was a teen-ager , someone tied her hands behind her back , thrust her head into a gunny sack , brutally raped and beat her , and then left her to die in a cold-storage room . Her Pa -LRB- Howard Duff -RRB- is the kind of guy who , while saying grace at the supper table , pauses at the word `` sin '' and glares at the daughter he has n't seen for two decades , because he knows in his heart that she enjoyed what happened in the cold-storage room , and has been indulging the same taste ever since in the fleshpots of Chicago .	Her	266	Kate	59	TRUE	Pa -LRB- Howard Duff -RRB-	270	FALSE	unk
bnn550	People like Pa do exist , of course . But in Mr. Sohmer 's Ozarks , he is but the tip of the patriarchal iceberg .	he	68	Pa	12	TRUE	Mr. Sohmer	45	FALSE	unk
bnn551	Every man Kate encounters is either sniggeringly puritanical , viciously patronizing , revoltingly lecherous , or all three . Add the fact that any one of them , including Pa , could be her attacker , and you have a setting that does n't resemble small-town America , or even Hollywood 's nightmare of small-town America , so much as a paranoid feminist dystopia like Margaret Atwood 's `` The Handmaid 's Tale , '' itself soon to be -LRB- you guessed it -RRB- a Hollywood movie .	her	186	Kate	10	TRUE	Handmaid	394	FALSE	unk
bnn552	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy . He 's the director of the local Planned Parenthood chapter .	He	153	Josh	0	TRUE	Planned Parenthood	185	FALSE	unk
bnn553	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy . How could he be ?	he	163	Josh	0	TRUE	Kate	28	FALSE	unk
bnn554	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy .	he	109	Josh	0	TRUE	Kate	28	FALSE	unk
bnn555	Josh makes clumsy passes at Kate when she 's seething with anger and fear , but we know from the outset that he 's not a member of the evil patriarchy .	she	38	Josh	0	FALSE	Kate	28	TRUE	unk
bnn556	Kate 's Ma -LRB- Louise Latham -RRB- is a moral coward . Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	Her	57	Kate	0	TRUE	Tucker	226	FALSE	unk
bnn557	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	he	276	Kate	74	FALSE	Tucker	169	TRUE	unk
bnn558	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	his	208	Kate	74	FALSE	Tucker	169	TRUE	unk
bnn559	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	her	360	Tucker	169	FALSE	Kate	287	TRUE	unk
bnn560	Her sister-in-law -LRB- Amy Wright -RRB- is a sniveling prude afraid that Kate will seduce all the married men in town , including a particularly loathsome fellow named Tucker , whose idea of fun is to leave his wife at home tending to her bruises and cigarette burns , while he bullies Kate into a dance that consists of drooling on her while trying to break her ribs .	her	334	Tucker	169	FALSE	Kate	287	TRUE	unk
bnn561	In Mr. Sohmer 's film , by contrast , we are urged to share the perverse excitement of the rapist creeping up on his victim , as the camera ogles Kate in various stages of undress and lingers on the sight of her trussed-up body during frequent flashbacks to the rape .	her	208	Mr. Sohmer	3	FALSE	Kate	146	TRUE	unk
bnn562	At the time , Mr. Gatward said his friendship with Mr. Price had smoothed the way for its link with the small British company .	his	31	Gatward	18	TRUE	Mr. Price	51	FALSE	unk
bnn563	Mr. Gatward has spent a lot of time since late September at MTM 's headquarters ; he eliminated three departments and fired six executives , according to the TVS spokesman .	he	82	Gatward	4	TRUE	TVS	158	FALSE	unk
bnn564	While admitting such a move would be `` devastating '' to most creditors , Judge Abramson told a courtroom filled with nearly two dozen attorneys that he was concerned about the toll mounting legal bills will take on Mr. Hunt 's shrinking estate and about the fact that , following voting by creditors , none of the reorganization plans appeared to be viable in their present form .	he	151	Abramson	81	TRUE	Mr. Hunt	217	FALSE	unk
bnn565	The Manufacturers Hanover Corp. unit , which is seeking repayment of a $ 36 million loan , has asked the court to give its claim priority over that of Minpeco , which won a $ 132 million judgment against Mr. Hunt , his brother Nelson Bunker Hunt and other defendants last year in a case stemming from their alleged attempts to corner the silver market in	his	215	Hanover Corp.	18	FALSE	Hunt	208	TRUE	unk
bnn566	Mr. Good , who documents these things as best he can , provides an official explanation in the form of a memorandum from Chief of Staff George C. Marshall to President Roosevelt : `` 1,430 pounds of ammunition , '' he wrote his commander in chief , were expended on `` unidentified aircraft , '' flying at speeds as slow as 200 mph and elevations between 9,000 and 18,000 feet .	he	46	Good	4	TRUE	President Roosevelt	158	FALSE	unk
bnn567	Mr. Strieber knows a lot about aliens . He even had sex with one -- sort of , and not intentionally -- as readers learned in his `` Communion '' -LRB- a book recently described in the New York Times as a `` nonfiction best seller '' -RRB- .	his	125	Strieber	4	TRUE	Communion	132	FALSE	unk
bnn568	Mr. Strieber knows a lot about aliens . He even had sex with one -- sort of , and not intentionally -- as readers learned in his `` Communion '' -LRB- a book recently described in the New York Times as a `` nonfiction best seller '' -RRB- .	He	40	Strieber	4	TRUE	New York Times	184	FALSE	unk
bnn569	Mr. Bergsma said prices for U.S. pharmaceutical companies remain too high , making it unlikely that Akzo will pursue any major acquisitions in that area . But he said Akzo is considering `` alliances '' with American drug companies , although he would n't elaborate .	he	243	Bergsma	4	TRUE	Akzo	100	FALSE	unk
bnn570	Mr. Bergsma said prices for U.S. pharmaceutical companies remain too high , making it unlikely that Akzo will pursue any major acquisitions in that area . But he said Akzo is considering `` alliances '' with American drug companies , although he would n't elaborate .	he	159	Bergsma	4	TRUE	Akzo	100	FALSE	unk
bnn571	Although bulk-chemical prices have begun falling in the U.S. , they are generally stable in Europe , Mr. Bergsma said . A decline may come in the first half of 1990 , he said , but the market does n't appear on the verge of a severe downturn .	he	167	U.S.	56	FALSE	Bergsma	105	TRUE	unk
bnn572	Mr. Bergsma said world-wide industry sales of aramid fibers are expected to total about $ 500 million this year . Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .	he	159	Bergsma	4	TRUE	Twaron	190	FALSE	unk
bnn573	But in the end his resignation as Chancellor of the Exchequer may be a good thing , especially if it works as he no doubt intends -- by forcing Prime Minister Thatcher and her counterparts elsewhere to confront the genuine intellectual issues involved .	her	172	Exchequer	52	FALSE	Thatcher	159	TRUE	unk
bnn574	In the British case , Mr. Lawson is the closest thing in London to a supply-side globalist . He not only slashed marginal tax rates , initially sparking fresh growth in Britain , but he wanted to regulate monetary policy by targeting exchange rates , indeed joining the European Monetary System .	he	183	Lawson	26	TRUE	London	57	FALSE	unk
bnn575	In the British case , Mr. Lawson is the closest thing in London to a supply-side globalist . He not only slashed marginal tax rates , initially sparking fresh growth in Britain , but he wanted to regulate monetary policy by targeting exchange rates , indeed joining the European Monetary System .	He	93	Lawson	26	TRUE	Britain	169	FALSE	unk
bnn576	Mr. Lawson , though not allowed to join the EMS , chose to `` shadow '' the deutsche mark . He reaped inflation along with rapid growth , no doubt validating Sir Alan 's predictions in the Prime Minister 's mind .	He	92	Lawson	4	TRUE	Sir Alan	158	FALSE	unk
bnn577	We had been soliciting opinions on it long before Mr. Lawson 's resignation , and offer some of the collection for the benefit of his successor and one-time deputy , John Major .	his	130	Lawson	54	TRUE	John Major	166	FALSE	unk
bnn578	We recall that Mr. Roberts not only chides the Chancellor for being too easy because of a desire to constrain sterling , but also led the chorus saying that Mr. Volcker was too tight when he let the dollar rise .	he	188	Chancellor	47	FALSE	Volcker	161	TRUE	unk
bnn579	We sympathize with Mrs. Thatcher 's reluctance to tie her currency to one governed by the domestic political imperatives of West Germany .	her	54	Thatcher	24	TRUE	West Germany	124	FALSE	unk
bnn580	We would add that in political terms , Mrs. Thatcher 's problem was failing to decide between the Chancellor and her adviser .	her	113	Thatcher	44	TRUE	Chancellor	98	FALSE	unk
bnn581	So Mr. Lawson had to resign . In the end his move was sparked by remarks in excerpts from Sir Alan 's autobiography in The American Economist , a 10,000-circulation academic journal .	his	41	Lawson	7	TRUE	Sir Alan	90	FALSE	unk
bnn582	But Mr. Phillips recently freed himself up to spend more time with clients by delegating much of his administrative work to a deputy . He also plans to get to know clients that Mr. Roman was closer to , such as Lever Brothers , American Express and Seagram .	He	135	Phillips	8	TRUE	Seagram	249	FALSE	unk
bnn583	Now Mr. Phillips says he hopes to have the new system in place for several clients -- including American Express , American Telephone & Telegraph and Ryder -- by year 's end .	he	22	Phillips	8	TRUE	Telegraph	136	FALSE	unk
bnn584	Industry executives and analysts are divided on whether Mr. Phillips is up to the task . Under his watch , office politicking was often rampant in the agency 's New York operation and the office there has had a dismal new-business record for more than a year .	his	95	Phillips	60	TRUE	New York	161	FALSE	unk
bnn585	Industry executives and analysts are divided on whether Mr. Phillips is up to the task . He is n't as well-known to clients as is Mr. Roman .	He	89	Phillips	60	TRUE	Mr. Roman	130	FALSE	unk
bnn586	While Mr. Roman is a workaholic detailsman , Mr. Phillips would rather delegate , leaving him time for his interests outside the office .	his	103	Mr. Roman	6	FALSE	Phillips	49	TRUE	unk
bnn587	While Mr. Roman is a workaholic detailsman , Mr. Phillips would rather delegate , leaving him time for his interests outside the office .	him	90	Mr. Roman	6	FALSE	Phillips	49	TRUE	unk
bnn588	Mr. Roman , by contrast , seems rarely to cut loose at all , although he did appear at Ogilvy 's Halloween party Friday decked out in duck feet and a duck hat , costumed as a `` lame duck . ''	he	70	Roman	4	TRUE	Friday	113	FALSE	unk
bnn589	Mr. Phillips said the company 's expected margin improvement will be all but inevitable , given that the company 's profitability was dragged down this year by an expensive move to luxurious , oversized new New York headquarters . The move , budgeted at about $ 7 million , actually came in at about $ 10 million , he said .	he	315	Phillips	4	TRUE	New York	207	FALSE	unk
bnn590	In an internal memo , Alex Kroll , the agency 's chairman , said Mr. Klein decided to remove himself to minimize `` negative reaction '' from prospective clients and others and to prepare for his defense . `` The fact that he is in the process of defending himself against the present charges could conceivably have an adverse impact on Y&R , '' Mr. Kroll wrote .	he	223	Klein	69	TRUE	Y	337	FALSE	unk
bnn591	In an internal memo , Alex Kroll , the agency 's chairman , said Mr. Klein decided to remove himself to minimize `` negative reaction '' from prospective clients and others and to prepare for his defense .	his	192	Alex Kroll	22	FALSE	Klein	69	TRUE	unk
bnn592	`` The fact that he is in the process of defending himself against the present charges could conceivably have an adverse impact on Y&R , '' Mr. Kroll wrote . He said Mr. Klein will return to his post at the end of the trial `` at which he will be vindicated . ''	He	158	R	133	FALSE	Kroll	144	TRUE	unk
bnn593	The agency , with about $ 35 million in billings , will be dissolved , with some of its staffers absorbed by WCRS 's Della Femina McNamee unit in Boston , Ms. Heller said . She said it was too early to say what would happen to its clients , including Reebok and Apple .	She	173	Boston	146	FALSE	Heller	159	TRUE	unk
bnn594	In his letter , Mr. Finkelstein also referred to the recent San Francisco earthquake .	his	3	Finkelstein	20	TRUE	San Francisco	60	FALSE	unk
bnn595	Mr. Finkelstein flew to San Francisco the day after the earthquake , and found that 10 to 12 of his company 's stores had sustained some damage , including the breakage of most windows at the I. Magnin store on Union Square .	his	96	Finkelstein	4	TRUE	San Francisco	24	FALSE	unk
bnn596	For instance , it releases Mr. Sisulu without conditions , yet his son , Zwelakhe , a newspaper editor , is restricted to his home much of the day and is n't allowed to work as a journalist .	his	63	Sisulu	31	TRUE	Zwelakhe	73	FALSE	unk
bnn597	As a police helicopter circled overhead , Mr. Sisulu repeated the ANC 's demands on the government to create a climate for negotiations : Release all political prisoners unconditionally ; lift all bans and restrictions on individuals and organizations ; remove all troops from the black townships ; end the state of emergency , and cease all political trials and political executions . `` There can be no question of us unilaterally abandoning the armed struggle , '' he said . ``	he	468	Sisulu	46	TRUE	ANC	66	FALSE	unk
bnn598	As a police helicopter circled overhead , Mr. Sisulu repeated the ANC 's demands on the government to create a climate for negotiations : Release all political prisoners unconditionally ; lift all bans and restrictions on individuals and organizations ; remove all troops from the black townships ; end the state of emergency , and cease all political trials and political executions . If these conditions are met , he said , the ANC would be prepared to discuss suspending its guerrilla activities .	he	416	Sisulu	46	TRUE	ANC	66	FALSE	unk
bnn599	Stewart 's honor was a nice note on a couple of grounds . The other is that he 's an Oakland native , and lifted residents ' spirits by his visits to quake-hit areas last week .	his	136	Stewart	0	TRUE	Oakland	85	FALSE	unk
bnn600	Stewart 's honor was a nice note on a couple of grounds . The other is that he 's an Oakland native , and lifted residents ' spirits by his visits to quake-hit areas last week .	he	76	Stewart	0	TRUE	Oakland	85	FALSE	unk
bnn601	Stewart 's honor was a nice note on a couple of grounds . One was that , despite his 62 regular-season wins over the past three seasons in the Land Beyond the Late News , he has been overshadowed by his more-muscular mates and missed out on prizes that might have been his due .	his	269	Stewart	0	TRUE	Land Beyond	143	FALSE	unk
bnn602	Stewart 's honor was a nice note on a couple of grounds . One was that , despite his 62 regular-season wins over the past three seasons in the Land Beyond the Late News , he has been overshadowed by his more-muscular mates and missed out on prizes that might have been his due .	his	199	Stewart	0	TRUE	Late News	159	FALSE	unk
bnn603	Stewart 's honor was a nice note on a couple of grounds . One was that , despite his 62 regular-season wins over the past three seasons in the Land Beyond the Late News , he has been overshadowed by his more-muscular mates and missed out on prizes that might have been his due .	he	171	Stewart	0	TRUE	Late News	159	FALSE	unk
bnn604	Stewart 's honor was a nice note on a couple of grounds . One was that , despite his 62 regular-season wins over the past three seasons in the Land Beyond the Late News , he has been overshadowed by his more-muscular mates and missed out on prizes that might have been his due .	his	81	Stewart	0	TRUE	Late News	159	FALSE	unk
bnn605	Afterward , as the A 's toasted their victory with beer -LRB- they dispensed with traditional champagne showers in deference to the quake victims -RRB- , Stewart said he thought his championship-team ring would outshine his individual trophy . `` Give me four or five more Series with these guys , and I do n't care if I ever win a Cy Young , '' he said , in reference to baseball 's best-pitcher award .	he	346	Stewart	154	TRUE	Cy Young	332	FALSE	unk
bnn606	Afterward , as the A 's toasted their victory with beer -LRB- they dispensed with traditional champagne showers in deference to the quake victims -RRB- , Stewart said he thought his championship-team ring would outshine his individual trophy .	his	220	A	0	FALSE	Stewart	154	TRUE	unk
bnn607	Afterward , as the A 's toasted their victory with beer -LRB- they dispensed with traditional champagne showers in deference to the quake victims -RRB- , Stewart said he thought his championship-team ring would outshine his individual trophy .	his	178	A	0	FALSE	Stewart	154	TRUE	unk
bnn608	Afterward , as the A 's toasted their victory with beer -LRB- they dispensed with traditional champagne showers in deference to the quake victims -RRB- , Stewart said he thought his championship-team ring would outshine his individual trophy .	he	167	A	0	FALSE	Stewart	154	TRUE	unk
bnn609	And in little more than a decade of being friendly -- and at the same time rocking the staid Swiss business community with some U.S.-style wheeling and dealing -- the 46-year-old Mr. Rey has grown from a modest banker to a billionaire . His latest coup : September 's masterminding of the five billion Swiss-franc -LRB- $ 3.07 billion -RRB- merger between Adia S.A. , the world 's second-largest temporary employment agency , and Inspectorate International S.A. , a Rey-controlled product-inspection company .	His	237	Rey	183	TRUE	-LRB-	314	FALSE	unk
bnn610	After the transaction , Mr. Rey estimates the value of his 20 % stake in the new company , to be held by his Omni Holding AG , will be about 1 billion Swiss francs . This will be his return on an original investment of between 50 million Swiss francs and 80 million Swiss francs .	his	179	Rey	28	TRUE	Omni Holding AG	109	FALSE	unk
bnn611	After the transaction , Mr. Rey estimates the value of his 20 % stake in the new company , to be held by his Omni Holding AG , will be about 1 billion Swiss francs .	his	105	Rey	28	TRUE	Omni Holding AG	109	FALSE	unk
bnn612	After the transaction , Mr. Rey estimates the value of his 20 % stake in the new company , to be held by his Omni Holding AG , will be about 1 billion Swiss francs .	his	55	Rey	28	TRUE	Omni Holding AG	109	FALSE	unk
bnn613	Zurich-based magazine Bilanz lists Mr. Rey as having a fortune of about 1.5 billion Swiss francs . He was simply the first in this country to realize that treasures were just lying around waiting to be picked up .	He	99	Bilanz	22	FALSE	Rey	39	TRUE	unk
bnn614	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker . Investing four million Swiss francs earned from his financial transactions and two million Swiss francs from his parents and his wife , Mr. Rey acquired 20 % of Bally 's shares .	his	328	Rey	74	TRUE	Bally	156	FALSE	unk
bnn615	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker . Investing four million Swiss francs earned from his financial transactions and two million Swiss francs from his parents and his wife , Mr. Rey acquired 20 % of Bally 's shares .	his	312	Rey	74	TRUE	Bally	156	FALSE	unk
bnn616	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker . Investing four million Swiss francs earned from his financial transactions and two million Swiss francs from his parents and his wife , Mr. Rey acquired 20 % of Bally 's shares .	his	251	Rey	74	TRUE	Bally	156	FALSE	unk
bnn617	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker . Looking into Bally , he could hardly believe what he saw : a company with enormous real-estate holdings in major European cities and a market capitalization of 28 million Swiss francs ; it had 7,000 employees .	he	253	Rey	74	TRUE	Bally	156	FALSE	unk
bnn618	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker . Looking into Bally , he could hardly believe what he saw : a company with enormous real-estate holdings in major European cities and a market capitalization of 28 million Swiss francs ; it had 7,000 employees .	he	224	Rey	74	TRUE	Bally	156	FALSE	unk
bnn619	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker . Sitting beside a banker at a luncheon in London , where he was working as a financial consultant , he learned that a large packet of Bally 's shares was up for sale .	he	302	Rey	74	TRUE	Bally	156	FALSE	unk
bnn620	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker . Sitting beside a banker at a luncheon in London , where he was working as a financial consultant , he learned that a large packet of Bally 's shares was up for sale .	he	259	Switzerland	39	FALSE	Rey	74	TRUE	unk
bnn621	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. Rey laid the foundations of his present-day prominence with an unheard-of raid on Bally , the country 's traditional shoemaker .	his	102	Rey	74	TRUE	Bally	156	FALSE	unk
bnn622	Eventually , Mr. Rey was forced to sell his Bally shares to the weapons maker Oerlikon-Buehrle Holding AG as establishment pressure grew on this hostile move into the Swiss old boys ' network .	his	40	Rey	17	TRUE	Oerlikon-Buehrle Holding AG	78	FALSE	unk
bnn623	Mr. Rey made 50 million Swiss francs on the sale . `` Bally was not an unfriendly takeover , '' he insists .	he	96	Rey	4	TRUE	Bally	54	FALSE	unk
bnn624	Nevertheless , Mr. Rey has been very careful since then to make sure his moves are welcome . In 1979 , his career as an industrialist began with the acquisition of the Swiss metals works Selve , based in Thun .	his	103	Rey	19	TRUE	Selve	187	FALSE	unk
bnn625	A major boost to Mr. Rey 's respectability among the Swiss came in 1986 when he sold 60 % of his Phibro Bank to the conservative Swiss cantonal banks .	his	93	Rey	21	TRUE	Phibro Bank	97	FALSE	unk
bnn626	A major boost to Mr. Rey 's respectability among the Swiss came in 1986 when he sold 60 % of his Phibro Bank to the conservative Swiss cantonal banks .	he	77	Rey	21	TRUE	Phibro Bank	97	FALSE	unk
bnn627	And with the recent acquisition of 30 % of Winterthur-based machinery manufacturer Gebrueder Sulzer AG , Mr. Rey has enjoyed the status of white knight . Sulzer preferred him to financier Tito Tettamanti , whose secretive raid on the company 's stock had led to a bitter battle .	him	171	Rey	109	TRUE	Tito Tettamanti	188	FALSE	unk
